Voter,Constituency,PollingStation,Candidate
v6240,Niphad,p0,KamaVarma
v6241,Chembur,p31,VedaNaik
v6242,Mahad,p43,AmritaJha
v6243,Kaij,p15,NOTA
v6244,Mahad,p44,LakshmanPillai
v6245,Hingna,p20,HiranyaKhatri
v6246,Hingna,p24,HiranyaKhatri
v6247,Ulhasnagar,p12,NOTA
v6248,Teosa,p6,RajAsan
v6249,Karanja,p45,PoornimaTalwar
v6250,Niphad,p1,KamaVarma
v6251,Teosa,p9,RageshwariNaik
v6252,Niphad,p2,PranBanerjee
v6253,Niphad,p2,KamaVarma
v6254,Chembur,p31,ChandramohanAhuja
v6255,Karanja,p45,SwarnalataJoshi
v6256,Karanja,p47,NOTA
v6257,Hingna,p24,ShardaAdiga
v6258,Ulhasnagar,p10,SwaraIyer
v6259,Baglan,p26,DiptenduNamboothiri
v6260,Niphad,p2,PranBanerjee
v6261,Mahad,p44,LakshmanPillai
v6262,Hingna,p24,HiranyaKhatri
v6263,Hingna,p24,BaijayantiJain
v6264,Karanja,p47,PoornimaTalwar
v6265,Karanja,p48,NOTA
v6266,Hingna,p21,NOTA
v6267,Teosa,p9,NOTA
v6268,Hingna,p23,NOTA
v6269,Karanja,p46,PoornimaTalwar
v6270,Niphad,p4,PranBanerjee
v6271,Baglan,p29,DiptenduNamboothiri
v6272,Ulhasnagar,p10,SwaraIyer
v6273,Mukhed,p39,NawalTandon
v6274,Teosa,p9,NOTA
v6275,Chembur,p30,NOTA
v6276,Kaij,p19,ChaitanSharma
v6277,Kaij,p17,ChaitanSharma
v6278,Niphad,p2,NOTA
v6279,Kaij,p19,AnaghBanerjee
v6280,Mukhed,p38,UditGill
v6281,Niphad,p1,KamaVarma
v6282,Niphad,p0,PranBanerjee
v6283,Mahad,p41,LakshmanPillai
v6284,Karanja,p46,SwarnalataJoshi
v6285,Kaij,p15,NOTA
v6286,Mukhed,p36,NOTA
v6287,Karanja,p49,NavinGupta
v6288,Ulhasnagar,p14,AnamikaPilla
v6289,Teosa,p7,AmareshKakkar
v6290,Karanja,p49,AnalMalik
v6291,Mahad,p43,AmritaJha
v6292,Baglan,p25,KanakPandey
v6293,Teosa,p6,VinayDeshpande
v6294,Mukhed,p35,BhaaswarMarar
v6295,Karanja,p45,PoornimaTalwar
v6296,Hingna,p23,HiranyaKhatri
v6297,Niphad,p4,ChidambarPanicker
v6298,Mukhed,p37,BhooshitDwivedi
v6299,Baglan,p28,NOTA
v6300,Teosa,p6,RajAsan
v6301,Teosa,p5,VinayDeshpande
v6302,Baglan,p26,UrmilaBhat
v6303,Mahad,p44,BhishamGandhi
v6304,Niphad,p1,PranBanerjee
v6305,Teosa,p8,NOTA
v6306,Niphad,p3,NOTA
v6307,Teosa,p6,RageshwariNaik
v6308,Hingna,p24,ShardaAdiga
v6309,Baglan,p27,UrmilaBhat
v6310,Karanja,p46,SwarnalataJoshi
v6311,Teosa,p6,NOTA
v6312,Ulhasnagar,p11,SwaraIyer
v6313,Baglan,p25,NOTA
v6314,Karanja,p49,PoornimaTalwar
v6315,Ulhasnagar,p12,DhanapatiKhan
v6316,Baglan,p26,DiptenduNamboothiri
v6317,Kaij,p17,NOTA
v6318,Hingna,p24,NOTA
v6319,Kaij,p18,ChaitanSharma
v6320,Baglan,p27,NOTA
v6321,Mahad,p40,AmritaJha
v6322,Baglan,p27,UrmilaBhat
v6323,Niphad,p2,KamaVarma
v6324,Teosa,p7,KamalaSaini
v6325,Mukhed,p37,BhaaswarMarar
v6326,Ulhasnagar,p14,NOTA
v6327,Teosa,p5,RageshwariNaik
v6328,Karanja,p45,AnalMalik
v6329,Hingna,p23,ShardaAdiga
v6330,Niphad,p3,KamaVarma
v6331,Ulhasnagar,p14,NOTA
v6332,Niphad,p1,KamaVarma
v6333,Mukhed,p35,BhooshitDwivedi
v6334,Hingna,p21,HiranyaKhatri
v6335,Niphad,p3,KamaVarma
v6336,Chembur,p30,SanyaKaniyar
v6337,Kaij,p17,ChaitanSharma
v6338,Mukhed,p39,NawalTandon
v6339,Karanja,p46,NOTA
v6340,Niphad,p3,ChidambarPanicker
v6341,Mahad,p42,AmritaJha
v6342,Kaij,p18,NOTA
v6343,Mukhed,p38,BhooshanKaniyar
v6344,Niphad,p1,ChidambarPanicker
v6345,Niphad,p4,KamaVarma
v6346,Baglan,p27,KanakPandey
v6347,Karanja,p49,NOTA
v6348,Baglan,p26,KanakPandey
v6349,Hingna,p21,HiranyaKhatri
v6350,Niphad,p2,ChidambarPanicker
v6351,Baglan,p27,KanakPandey
v6352,Ulhasnagar,p12,SwaraIyer
v6353,Mahad,p44,AmritaJha
v6354,Kaij,p19,AnaghBanerjee
v6355,Karanja,p49,NOTA
v6356,Kaij,p16,NOTA
v6357,Kaij,p18,ChaitanSharma
v6358,Mukhed,p36,BhooshitDwivedi
v6359,Baglan,p28,UrmilaBhat
v6360,Chembur,p31,DinakarShah
v6361,Mukhed,p35,NOTA
v6362,Kaij,p15,NOTA
v6363,Chembur,p34,SanyaKaniyar
v6364,Baglan,p27,NOTA
v6365,Teosa,p9,TarunDesai
v6366,Ulhasnagar,p11,NOTA
v6367,Kaij,p18,NOTA
v6368,Hingna,p24,ShardaAdiga
v6369,Hingna,p24,HiranyaKhatri
v6370,Ulhasnagar,p10,DeeptenduMenon
v6371,Niphad,p4,PranBanerjee
v6372,Teosa,p7,BhagwantiPatel
v6373,Teosa,p5,BhagwantiPatel
v6374,Karanja,p46,PoornimaTalwar
v6375,Ulhasnagar,p10,DeeptenduMenon
v6376,Ulhasnagar,p11,NOTA
v6377,Mahad,p43,BhishamGandhi
v6378,Niphad,p2,PranBanerjee
v6379,Mukhed,p37,NOTA
v6380,Mukhed,p36,BhooshitDwivedi
v6381,Ulhasnagar,p13,BhavesChaturvedi
v6382,Teosa,p5,KamalaSaini
v6383,Niphad,p0,ChidambarPanicker
v6384,Baglan,p26,KanakPandey
v6385,Ulhasnagar,p12,BhavesChaturvedi
v6386,Karanja,p49,SwarnalataJoshi
v6387,Mahad,p40,NOTA
v6388,Teosa,p6,AmareshKakkar
v6389,Hingna,p24,NOTA
v6390,Baglan,p28,NOTA
v6391,Mukhed,p36,NOTA
v6392,Niphad,p0,PranBanerjee
v6393,Hingna,p20,ShardaAdiga
v6394,Chembur,p31,VedaNaik
v6395,Karanja,p47,AnalMalik
v6396,Mukhed,p36,NOTA
v6397,Ulhasnagar,p13,AnamikaPilla
v6398,Hingna,p21,ShardaAdiga
v6399,Hingna,p20,ShardaAdiga
v6400,Karanja,p47,NavinGupta
v6401,Kaij,p16,ChaitanSharma
v6402,Teosa,p9,AmareshKakkar
v6403,Hingna,p21,BaijayantiJain
v6404,Baglan,p25,KanakPandey
v6405,Baglan,p27,KanakPandey
v6406,Baglan,p29,NOTA
v6407,Teosa,p8,NOTA
v6408,Mahad,p44,NOTA
v6409,Karanja,p48,AnalMalik
v6410,Kaij,p17,ChaitanSharma
v6411,Teosa,p5,KamalaSaini
v6412,Chembur,p30,DinakarShah
v6413,Teosa,p7,AmareshKakkar
v6414,Hingna,p24,BaijayantiJain
v6415,Karanja,p46,AnalMalik
v6416,Hingna,p21,NOTA
v6417,Hingna,p21,ShardaAdiga
v6418,Karanja,p47,NavinGupta
v6419,Chembur,p34,DinakarShah
v6420,Niphad,p4,ChidambarPanicker
v6421,Hingna,p21,HiranyaKhatri
v6422,Niphad,p4,NOTA
v6423,Mukhed,p38,NawalTandon
v6424,Kaij,p18,AnaghBanerjee
v6425,Chembur,p32,DinakarShah
v6426,Niphad,p0,PranBanerjee
v6427,Chembur,p32,NOTA
v6428,Mukhed,p35,NOTA
v6429,Mahad,p43,BhishamGandhi
v6430,Ulhasnagar,p14,MeghnadPrajapat
v6431,Niphad,p2,KamaVarma
v6432,Mukhed,p38,BhaaswarMarar
v6433,Hingna,p23,ShardaAdiga
v6434,Mahad,p43,BhishamGandhi
v6435,Ulhasnagar,p12,DhanapatiKhan
v6436,Hingna,p20,ShardaAdiga
v6437,Baglan,p26,NOTA
v6438,Teosa,p9,VinayDeshpande
v6439,Niphad,p0,NOTA
v6440,Kaij,p19,AnaghBanerjee
v6441,Ulhasnagar,p11,MeghnadPrajapat
v6442,Teosa,p8,BhagwantiPatel
v6443,Mahad,p44,AmritaJha
v6444,Karanja,p46,SwarnalataJoshi
v6445,Chembur,p32,SanyaKaniyar
v6446,Hingna,p20,HiranyaKhatri
v6447,Baglan,p26,DiptenduNamboothiri
v6448,Teosa,p7,VinayDeshpande
v6449,Ulhasnagar,p12,AnamikaPilla
v6450,Karanja,p49,NavinGupta
v6451,Teosa,p5,RageshwariNaik
v6452,Mukhed,p38,BhaaswarMarar
v6453,Niphad,p2,ChidambarPanicker
v6454,Kaij,p17,AnaghBanerjee
v6455,Karanja,p49,NOTA
v6456,Teosa,p5,TarunDesai
v6457,Teosa,p5,KamalaSaini
v6458,Hingna,p20,ShardaAdiga
v6459,Baglan,p29,KanakPandey
v6460,Teosa,p9,TarunDesai
v6461,Mahad,p41,BhishamGandhi
v6462,Ulhasnagar,p13,AnamikaPilla
v6463,Karanja,p47,NavinGupta
v6464,Chembur,p31,SanyaKaniyar
v6465,Niphad,p4,KamaVarma
v6466,Kaij,p19,AnaghBanerjee
v6467,Mahad,p44,AmritaJha
v6468,Chembur,p32,SanyaKaniyar
v6469,Hingna,p20,ShardaAdiga
v6470,Kaij,p18,NOTA
v6471,Baglan,p28,NOTA
v6472,Hingna,p24,BaijayantiJain
v6473,Mukhed,p38,BhaaswarMarar
v6474,Mahad,p44,NOTA
v6475,Baglan,p25,KanakPandey
v6476,Mukhed,p38,UditGill
v6477,Hingna,p21,BaijayantiJain
v6478,Baglan,p29,UrmilaBhat
v6479,Kaij,p17,NOTA
v6480,Mukhed,p36,BhooshanKaniyar
v6481,Chembur,p31,ChandramohanAhuja
v6482,Baglan,p28,DiptenduNamboothiri
v6483,Niphad,p4,NOTA
v6484,Baglan,p28,DiptenduNamboothiri
v6485,Niphad,p3,NOTA
v6486,Chembur,p32,ChandramohanAhuja
v6487,Hingna,p23,ShardaAdiga
v6488,Baglan,p27,UrmilaBhat
v6489,Mahad,p42,BhishamGandhi
v6490,Teosa,p5,AmareshKakkar
v6491,Niphad,p4,NOTA
v6492,Karanja,p46,AnalMalik
v6493,Hingna,p20,NOTA
v6494,Ulhasnagar,p11,AnamikaPilla
v6495,Niphad,p4,ChidambarPanicker
v6496,Mahad,p42,AmritaJha
v6497,Mahad,p43,LakshmanPillai
v6498,Karanja,p45,PoornimaTalwar
v6499,Karanja,p45,PoornimaTalwar
v6500,Karanja,p47,NOTA
v6501,Hingna,p21,BaijayantiJain
v6502,Karanja,p49,AnalMalik
v6503,Ulhasnagar,p14,DhanapatiKhan
v6504,Mahad,p40,AmritaJha
v6505,Ulhasnagar,p12,DhanapatiKhan
v6506,Kaij,p16,ChaitanSharma
v6507,Mukhed,p38,NOTA
v6508,Niphad,p3,PranBanerjee
v6509,Baglan,p26,KanakPandey
v6510,Niphad,p0,KamaVarma
v6511,Mahad,p40,LakshmanPillai
v6512,Chembur,p32,ChandramohanAhuja
v6513,Teosa,p6,BhagwantiPatel
v6514,Hingna,p22,HiranyaKhatri
v6515,Hingna,p24,ShardaAdiga
v6516,Kaij,p15,AnaghBanerjee
v6517,Kaij,p17,ChaitanSharma
v6518,Chembur,p34,ChandramohanAhuja
v6519,Baglan,p25,UrmilaBhat
v6520,Niphad,p4,PranBanerjee
v6521,Ulhasnagar,p14,MeghnadPrajapat
v6522,Mukhed,p39,BhaaswarMarar
v6523,Niphad,p3,NOTA
v6524,Ulhasnagar,p14,DeeptenduMenon
v6525,Karanja,p47,NavinGupta
v6526,Mukhed,p35,NawalTandon
v6527,Ulhasnagar,p11,SwaraIyer
v6528,Mukhed,p37,BhooshitDwivedi
v6529,Hingna,p23,ShardaAdiga
v6530,Mukhed,p38,NawalTandon
v6531,Mahad,p42,AmritaJha
v6532,Karanja,p49,SwarnalataJoshi
v6533,Karanja,p47,AnalMalik
v6534,Karanja,p49,AnalMalik
v6535,Baglan,p28,NOTA
v6536,Ulhasnagar,p13,BhavesChaturvedi
v6537,Ulhasnagar,p10,NOTA
v6538,Baglan,p28,UrmilaBhat
v6539,Kaij,p16,ChaitanSharma
v6540,Niphad,p4,PranBanerjee
v6541,Ulhasnagar,p12,MeghnadPrajapat
v6542,Ulhasnagar,p12,SwaraIyer
v6543,Kaij,p18,NOTA
v6544,Mukhed,p38,NawalTandon
v6545,Mukhed,p37,UditGill
v6546,Karanja,p48,NOTA
v6547,Baglan,p26,NOTA
v6548,Mukhed,p37,UditGill
v6549,Mahad,p44,AmritaJha
v6550,Kaij,p19,ChaitanSharma
v6551,Mahad,p40,LakshmanPillai
v6552,Baglan,p25,KanakPandey
v6553,Ulhasnagar,p13,BhavesChaturvedi
v6554,Chembur,p32,NOTA
v6555,Mahad,p40,NOTA
v6556,Kaij,p15,NOTA
v6557,Mahad,p40,AmritaJha
v6558,Hingna,p24,ShardaAdiga
v6559,Mukhed,p36,NOTA
v6560,Hingna,p21,BaijayantiJain
v6561,Niphad,p2,PranBanerjee
v6562,Ulhasnagar,p11,MeghnadPrajapat
v6563,Mahad,p42,AmritaJha
v6564,Karanja,p45,PoornimaTalwar
v6565,Kaij,p15,NOTA
v6566,Teosa,p6,RajAsan
v6567,Mahad,p44,NOTA
v6568,Mukhed,p37,UditGill
v6569,Mahad,p41,AmritaJha
v6570,Mahad,p41,NOTA
v6571,Teosa,p7,TarunDesai
v6572,Kaij,p17,NOTA
v6573,Karanja,p45,PoornimaTalwar
v6574,Niphad,p2,PranBanerjee
v6575,Mahad,p40,LakshmanPillai
v6576,Teosa,p7,TarunDesai
v6577,Hingna,p24,BaijayantiJain
v6578,Mahad,p43,AmritaJha
v6579,Ulhasnagar,p14,BhavesChaturvedi
v6580,Hingna,p21,NOTA
v6581,Hingna,p20,BaijayantiJain
v6582,Niphad,p0,PranBanerjee
v6583,Chembur,p33,VedaNaik
v6584,Mukhed,p36,BhaaswarMarar
v6585,Ulhasnagar,p10,DhanapatiKhan
v6586,Mahad,p40,LakshmanPillai
v6587,Kaij,p18,NOTA
v6588,Chembur,p33,DinakarShah
v6589,Hingna,p20,NOTA
v6590,Karanja,p47,PoornimaTalwar
v6591,Ulhasnagar,p10,DhanapatiKhan
v6592,Teosa,p6,TarunDesai
v6593,Mahad,p41,NOTA
v6594,Mahad,p43,LakshmanPillai
v6595,Niphad,p4,NOTA
v6596,Chembur,p33,DinakarShah
v6597,Teosa,p7,NOTA
v6598,Mahad,p40,NOTA
v6599,Chembur,p30,VedaNaik
v6600,Hingna,p22,BaijayantiJain
v6601,Niphad,p3,ChidambarPanicker
v6602,Baglan,p25,UrmilaBhat
v6603,Mukhed,p35,BhooshitDwivedi
v6604,Mahad,p40,AmritaJha
v6605,Karanja,p49,AnalMalik
v6606,Mahad,p43,AmritaJha
v6607,Niphad,p2,ChidambarPanicker
v6608,Hingna,p23,ShardaAdiga
v6609,Karanja,p46,NavinGupta
v6610,Karanja,p46,NOTA
v6611,Ulhasnagar,p11,MeghnadPrajapat
v6612,Kaij,p17,NOTA
v6613,Teosa,p9,RageshwariNaik
v6614,Chembur,p31,NOTA
v6615,Chembur,p31,VedaNaik
v6616,Niphad,p2,ChidambarPanicker
v6617,Karanja,p49,NOTA
v6618,Chembur,p30,DinakarShah
v6619,Teosa,p9,KamalaSaini
v6620,Kaij,p17,ChaitanSharma
v6621,Baglan,p28,KanakPandey
v6622,Baglan,p28,DiptenduNamboothiri
v6623,Teosa,p7,BhagwantiPatel
v6624,Teosa,p8,TarunDesai
v6625,Teosa,p9,TarunDesai
v6626,Teosa,p8,KamalaSaini
v6627,Teosa,p6,KamalaSaini
v6628,Kaij,p15,ChaitanSharma
v6629,Chembur,p30,NOTA
v6630,Ulhasnagar,p11,MeghnadPrajapat
v6631,Mukhed,p38,NOTA
v6632,Karanja,p45,NavinGupta
v6633,Mahad,p43,NOTA
v6634,Chembur,p30,DinakarShah
v6635,Mukhed,p39,BhooshanKaniyar
v6636,Niphad,p0,NOTA
v6637,Chembur,p34,VedaNaik
v6638,Kaij,p19,ChaitanSharma
v6639,Chembur,p32,NOTA
v6640,Hingna,p20,BaijayantiJain
v6641,Mahad,p44,AmritaJha
v6642,Hingna,p24,HiranyaKhatri
v6643,Mahad,p40,NOTA
v6644,Mahad,p41,BhishamGandhi
v6645,Mahad,p40,LakshmanPillai
v6646,Mukhed,p36,NawalTandon
v6647,Chembur,p34,DinakarShah
v6648,Baglan,p27,NOTA
v6649,Mahad,p41,BhishamGandhi
v6650,Chembur,p33,DinakarShah
v6651,Hingna,p21,HiranyaKhatri
v6652,Baglan,p29,KanakPandey
v6653,Teosa,p5,VinayDeshpande
v6654,Hingna,p22,BaijayantiJain
v6655,Mahad,p40,BhishamGandhi
v6656,Baglan,p28,NOTA
v6657,Hingna,p23,BaijayantiJain
v6658,Niphad,p1,ChidambarPanicker
v6659,Mukhed,p39,BhooshanKaniyar
v6660,Mahad,p41,NOTA
v6661,Niphad,p2,KamaVarma
v6662,Hingna,p20,ShardaAdiga
v6663,Mukhed,p38,UditGill
v6664,Chembur,p30,ChandramohanAhuja
v6665,Karanja,p45,AnalMalik
v6666,Niphad,p4,KamaVarma
v6667,Ulhasnagar,p13,SwaraIyer
v6668,Teosa,p9,AmareshKakkar
v6669,Karanja,p46,PoornimaTalwar
v6670,Niphad,p4,PranBanerjee
v6671,Baglan,p28,NOTA
v6672,Baglan,p27,KanakPandey
v6673,Teosa,p7,BhagwantiPatel
v6674,Karanja,p46,NavinGupta
v6675,Mukhed,p35,NOTA
v6676,Mukhed,p36,BhaaswarMarar
v6677,Niphad,p0,NOTA
v6678,Teosa,p7,NOTA
v6679,Chembur,p34,VedaNaik
v6680,Karanja,p47,AnalMalik
v6681,Baglan,p29,UrmilaBhat
v6682,Mukhed,p37,UditGill
v6683,Mahad,p43,AmritaJha
v6684,Karanja,p48,NavinGupta
v6685,Mukhed,p38,BhaaswarMarar
v6686,Mahad,p41,NOTA
v6687,Karanja,p46,NavinGupta
v6688,Baglan,p28,DiptenduNamboothiri
v6689,Kaij,p16,AnaghBanerjee
v6690,Mahad,p40,NOTA
v6691,Chembur,p30,VedaNaik
v6692,Karanja,p46,NOTA
v6693,Hingna,p22,HiranyaKhatri
v6694,Niphad,p3,PranBanerjee
v6695,Mahad,p42,BhishamGandhi
v6696,Mukhed,p35,UditGill
v6697,Hingna,p21,HiranyaKhatri
v6698,Mahad,p41,LakshmanPillai
v6699,Kaij,p19,NOTA
v6700,Karanja,p49,PoornimaTalwar
v6701,Chembur,p34,SanyaKaniyar
v6702,Ulhasnagar,p13,BhavesChaturvedi
v6703,Chembur,p33,SanyaKaniyar
v6704,Niphad,p3,KamaVarma
v6705,Hingna,p23,HiranyaKhatri
v6706,Hingna,p23,ShardaAdiga
v6707,Karanja,p45,NavinGupta
v6708,Baglan,p25,DiptenduNamboothiri
v6709,Teosa,p7,KamalaSaini
v6710,Karanja,p47,NavinGupta
v6711,Mukhed,p35,BhooshitDwivedi
v6712,Teosa,p5,VinayDeshpande
v6713,Teosa,p7,RageshwariNaik
v6714,Teosa,p8,RageshwariNaik
v6715,Niphad,p4,PranBanerjee
v6716,Baglan,p28,DiptenduNamboothiri
v6717,Hingna,p20,ShardaAdiga
v6718,Niphad,p1,ChidambarPanicker
v6719,Ulhasnagar,p13,SwaraIyer
v6720,Baglan,p28,NOTA
v6721,Baglan,p26,NOTA
v6722,Mukhed,p39,UditGill
v6723,Hingna,p22,NOTA
v6724,Baglan,p29,NOTA
v6725,Kaij,p17,NOTA
v6726,Ulhasnagar,p14,MeghnadPrajapat
v6727,Hingna,p22,NOTA
v6728,Mukhed,p38,BhooshitDwivedi
v6729,Mahad,p44,AmritaJha
v6730,Teosa,p5,VinayDeshpande
v6731,Kaij,p16,ChaitanSharma
v6732,Hingna,p24,NOTA
v6733,Karanja,p47,SwarnalataJoshi
v6734,Karanja,p48,NOTA
v6735,Hingna,p23,BaijayantiJain
v6736,Mukhed,p39,NOTA
v6737,Karanja,p49,PoornimaTalwar
v6738,Mahad,p40,AmritaJha
v6739,Baglan,p26,UrmilaBhat
v6740,Ulhasnagar,p14,BhavesChaturvedi
v6741,Niphad,p3,PranBanerjee
v6742,Chembur,p34,NOTA
v6743,Mahad,p44,NOTA
v6744,Ulhasnagar,p10,DhanapatiKhan
v6745,Ulhasnagar,p14,DeeptenduMenon
v6746,Ulhasnagar,p14,NOTA
v6747,Mukhed,p38,NawalTandon
v6748,Mahad,p40,AmritaJha
v6749,Hingna,p24,HiranyaKhatri
v6750,Baglan,p25,NOTA
v6751,Chembur,p34,NOTA
v6752,Hingna,p24,ShardaAdiga
v6753,Karanja,p47,SwarnalataJoshi
v6754,Teosa,p7,TarunDesai
v6755,Chembur,p34,ChandramohanAhuja
v6756,Teosa,p9,RageshwariNaik
v6757,Karanja,p46,NOTA
v6758,Niphad,p0,NOTA
v6759,Kaij,p19,NOTA
v6760,Kaij,p18,NOTA
v6761,Hingna,p23,BaijayantiJain
v6762,Teosa,p7,RageshwariNaik
v6763,Teosa,p7,AmareshKakkar
v6764,Ulhasnagar,p14,BhavesChaturvedi
v6765,Baglan,p28,UrmilaBhat
v6766,Mahad,p40,BhishamGandhi
v6767,Teosa,p6,RageshwariNaik
v6768,Karanja,p45,AnalMalik
v6769,Teosa,p9,RajAsan
v6770,Mahad,p42,LakshmanPillai
v6771,Teosa,p7,RageshwariNaik
v6772,Teosa,p8,TarunDesai
v6773,Kaij,p15,NOTA
v6774,Ulhasnagar,p12,NOTA
v6775,Mahad,p40,AmritaJha
v6776,Mukhed,p38,UditGill
v6777,Baglan,p25,DiptenduNamboothiri
v6778,Ulhasnagar,p11,DeeptenduMenon
v6779,Baglan,p25,NOTA
v6780,Teosa,p6,AmareshKakkar
v6781,Hingna,p22,HiranyaKhatri
v6782,Niphad,p3,PranBanerjee
v6783,Mukhed,p35,BhooshitDwivedi
v6784,Baglan,p25,NOTA
v6785,Kaij,p15,NOTA
v6786,Baglan,p28,KanakPandey
v6787,Mukhed,p36,BhaaswarMarar
v6788,Kaij,p17,ChaitanSharma
v6789,Chembur,p30,VedaNaik
v6790,Karanja,p49,AnalMalik
v6791,Ulhasnagar,p13,SwaraIyer
v6792,Baglan,p27,UrmilaBhat
v6793,Teosa,p8,VinayDeshpande
v6794,Mukhed,p37,BhaaswarMarar
v6795,Hingna,p22,HiranyaKhatri
v6796,Niphad,p2,NOTA
v6797,Chembur,p31,SanyaKaniyar
v6798,Teosa,p9,AmareshKakkar
v6799,Chembur,p31,SanyaKaniyar
v6800,Ulhasnagar,p13,MeghnadPrajapat
v6801,Teosa,p8,BhagwantiPatel
v6802,Hingna,p23,BaijayantiJain
v6803,Baglan,p25,DiptenduNamboothiri
v6804,Karanja,p46,SwarnalataJoshi
v6805,Karanja,p45,NavinGupta
v6806,Baglan,p26,UrmilaBhat
v6807,Kaij,p17,ChaitanSharma
v6808,Karanja,p45,NavinGupta
v6809,Kaij,p15,ChaitanSharma
v6810,Niphad,p1,ChidambarPanicker
v6811,Ulhasnagar,p12,NOTA
v6812,Teosa,p8,RageshwariNaik
v6813,Niphad,p2,PranBanerjee
v6814,Kaij,p16,NOTA
v6815,Mahad,p40,LakshmanPillai
v6816,Mahad,p42,NOTA
v6817,Karanja,p46,PoornimaTalwar
v6818,Chembur,p33,ChandramohanAhuja
v6819,Hingna,p23,BaijayantiJain
v6820,Ulhasnagar,p14,DeeptenduMenon
v6821,Mahad,p41,BhishamGandhi
v6822,Mahad,p40,BhishamGandhi
v6823,Baglan,p27,UrmilaBhat
v6824,Teosa,p7,AmareshKakkar
v6825,Niphad,p1,PranBanerjee
v6826,Teosa,p6,BhagwantiPatel
v6827,Kaij,p19,NOTA
v6828,Karanja,p49,AnalMalik
v6829,Mahad,p43,AmritaJha
v6830,Baglan,p26,KanakPandey
v6831,Karanja,p47,NOTA
v6832,Ulhasnagar,p11,AnamikaPilla
v6833,Ulhasnagar,p12,MeghnadPrajapat
v6834,Baglan,p27,DiptenduNamboothiri
v6835,Teosa,p5,NOTA
v6836,Teosa,p5,RageshwariNaik
v6837,Ulhasnagar,p12,AnamikaPilla
v6838,Niphad,p4,ChidambarPanicker
v6839,Kaij,p16,ChaitanSharma
v6840,Chembur,p33,ChandramohanAhuja
v6841,Niphad,p1,PranBanerjee
v6842,Kaij,p19,AnaghBanerjee
v6843,Ulhasnagar,p14,MeghnadPrajapat
v6844,Niphad,p1,KamaVarma
v6845,Ulhasnagar,p13,BhavesChaturvedi
v6846,Teosa,p7,RageshwariNaik
v6847,Mukhed,p38,NOTA
v6848,Niphad,p1,ChidambarPanicker
v6849,Kaij,p17,AnaghBanerjee
v6850,Baglan,p27,NOTA
v6851,Karanja,p46,NavinGupta
v6852,Hingna,p23,HiranyaKhatri
v6853,Hingna,p23,ShardaAdiga
v6854,Hingna,p22,NOTA
v6855,Karanja,p46,AnalMalik
v6856,Baglan,p27,UrmilaBhat
v6857,Niphad,p3,PranBanerjee
v6858,Teosa,p6,RageshwariNaik
v6859,Kaij,p19,ChaitanSharma
v6860,Mahad,p43,LakshmanPillai
v6861,Baglan,p28,NOTA
v6862,Karanja,p49,NavinGupta
v6863,Teosa,p5,VinayDeshpande
v6864,Kaij,p17,NOTA
v6865,Mahad,p40,LakshmanPillai
v6866,Karanja,p47,AnalMalik
v6867,Baglan,p29,UrmilaBhat
v6868,Chembur,p31,ChandramohanAhuja
v6869,Mukhed,p36,UditGill
v6870,Teosa,p6,BhagwantiPatel
v6871,Kaij,p17,NOTA
v6872,Ulhasnagar,p14,MeghnadPrajapat
v6873,Chembur,p34,SanyaKaniyar
v6874,Hingna,p23,BaijayantiJain
v6875,Mukhed,p35,BhaaswarMarar
v6876,Baglan,p26,UrmilaBhat
v6877,Ulhasnagar,p13,MeghnadPrajapat
v6878,Niphad,p1,NOTA
v6879,Ulhasnagar,p12,BhavesChaturvedi
v6880,Teosa,p8,NOTA
v6881,Chembur,p31,SanyaKaniyar
v6882,Niphad,p0,ChidambarPanicker
v6883,Baglan,p27,UrmilaBhat
v6884,Chembur,p32,NOTA
v6885,Teosa,p7,NOTA
v6886,Mahad,p44,NOTA
v6887,Chembur,p33,ChandramohanAhuja
v6888,Mukhed,p39,BhooshitDwivedi
v6889,Chembur,p30,VedaNaik
v6890,Kaij,p16,NOTA
v6891,Teosa,p5,RajAsan
v6892,Niphad,p0,PranBanerjee
v6893,Chembur,p30,DinakarShah
v6894,Baglan,p26,DiptenduNamboothiri
v6895,Teosa,p8,VinayDeshpande
v6896,Mahad,p40,AmritaJha
v6897,Kaij,p17,NOTA
v6898,Karanja,p48,NOTA
v6899,Karanja,p45,NavinGupta
v6900,Baglan,p27,KanakPandey
v6901,Ulhasnagar,p14,BhavesChaturvedi
v6902,Karanja,p49,NavinGupta
v6903,Hingna,p23,BaijayantiJain
v6904,Mahad,p42,AmritaJha
v6905,Hingna,p24,ShardaAdiga
v6906,Hingna,p23,NOTA
v6907,Mukhed,p35,BhooshanKaniyar
v6908,Kaij,p19,AnaghBanerjee
v6909,Kaij,p18,NOTA
v6910,Niphad,p3,ChidambarPanicker
v6911,Mukhed,p39,BhooshanKaniyar
v6912,Mukhed,p37,BhaaswarMarar
v6913,Niphad,p0,NOTA
v6914,Ulhasnagar,p11,DhanapatiKhan
v6915,Hingna,p20,BaijayantiJain
v6916,Mukhed,p36,NawalTandon
v6917,Mahad,p40,LakshmanPillai
v6918,Teosa,p6,VinayDeshpande
v6919,Mahad,p40,BhishamGandhi
v6920,Baglan,p26,KanakPandey
v6921,Ulhasnagar,p11,AnamikaPilla
v6922,Ulhasnagar,p13,DeeptenduMenon
